databaseName;institutionID;projectSource;projectUpdate;datasetName;dataProvider;rightsHolder;license;accessRights;collection;references;referencesDOI;occurrenceID;verbatimOccurrenceID;modified;identificationVerificationStatus;pollinatorTaxa;verbatimScientificName;verbatimScientificNameAuthorship;verbatimFamily;verbatimGenus;verbatimSubgenus;verbatimSpecificEpithet;verbatimInfraspecificEpithet;scientificNameAuthorship;order;family;subfamily;tribe;genus;subgenus;specificEpithet;infraspecificEpithet;scientificName;individualCountEnd;individualCountStart;sex;recordedBy;identifiedBy;validatedBy;dateIdentified;taxonNote;verbatimEventDate;eventDate;yearEnd;monthEnd;dayEnd;yearStart;monthStart;dayStart;plantFamily;plantGenus;plantEpithet;plantScientificName;samplingProtocol;samplingNote;country;county;municipality;locality;decimalLatitude;decimalLongitude;coordinateUncertaintyInMetersEnd;coordinateUncertaintyInMetersStart;verbatimCoordinates;coordinatesType;coordinatesProvided;georeferenceNote;verbatimElevation;fieldNote;footPrintWKT;stateProvince;geometry;FILE_NAME
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;M. Kasparek;AV;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;AV;"";"";ADD_MK_0310_5666_av019;"";"";ADD_PULSE_2024;bee;Anthidium diadema;"";Megachilidae;Anthidium;"";diadema;"";Latreille, 1809;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Anthidium;Anthidium;diadema;"";Anthidium diadema;1;"";F;A.Varnava;"";"";"";AV-18-02857 / Anthidium sp.;26/04/2018;2018-4-26;2018;4;26;"";"";"";"";"";"";"";"";"";Cyprus;Cyprus;"";Akrotiri;34.5999734790664;32.9666666961239;"";"";c. 34°36'N 32°58'E;"";provided;"";7;SBA Akrotiri, Site 3, 36SVD9537226869;2126744.27942022|-1371693.94794271;Cyprus;6416680.11800112|1598401.51682308;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;Pierre Rasmont;IberianBee;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADD_PR_BQ_198_Nov2023_23048;Nov2023_23048;"";ADD_PULSE_2024;bee;"";"";Apidae;Bombus;"";"";"";(Lepeletier, 1832);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Psithyrus;quadricolor;"";Bombus quadricolor;1;"";U;"";"";"";"";Bombus quadricolor, N=1, spec_Id=Nov2023_23048;"";2006-8-21;2006;8;21;2006;8;21;"";"";"";"";"";"";France;France - France (mainland);"";"";42.76399994;0.007;"";"";"";"";provided;"";"";FIPS FR, orig DEG 42.764 0.007, datum WGS84;-818505.65834474|-750719.687409547;France;3503264.68409223|2238589.57614039;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;Matthieu Aubert;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADD_MA_766;"";"";ADD_PULSE_2024;bee;"";"";Megachilidae;Heriades;"";"";"";Pérez, 1890;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Heriades;Heriades;rubicola;"";Heriades rubicola;1;"";F;LE GOFF Gérard;LE GOFF Gérard;"";"";"";"";2002-6-11;2002;6;11;"";"";"";"";"";"";Chrysanthemum coronatum;"";"";France;France;"";"";41.43502272;9.185682637;"";"";"";"";provided;"";"";Coord. reduced to 3 decimales;-68488.2489989818|-951791.501432834;France;4252664.74608119|2037454.76637837;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;Matthieu Aubert;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADD_MA_766;"";"";ADD_PULSE_2024;bee;"";"";Megachilidae;Heriades;"";"";"";Pérez, 1890;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Heriades;Heriades;rubicola;"";Heriades rubicola;1;"";F;LE GOFF Gérard;LE GOFF Gérard;"";"";"";"";2002-6-11;2002;6;11;"";"";"";"";"";"";Chrysanthemum coronatum;"";"";France;France;"";"";41.43502272;9.185682637;"";"";"";"";provided;"";"";Coord. reduced to 3 decimales;-68488.2489989818|-951791.501432834;France - Corsica;4252664.74608119|2037454.76637837;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;Pierre Rasmont;IberianBee;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADD_PR_BQ_198_Nov2023_23048;Nov2023_23048;"";ADD_PULSE_2024;bee;"";"";Apidae;Bombus;"";"";"";(Lepeletier, 1832);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Psithyrus;quadricolor;"";Bombus quadricolor;1;"";U;"";"";"";"";Bombus quadricolor, N=1, spec_Id=Nov2023_23048;"";2006-8-21;2006;8;21;2006;8;21;"";"";"";"";"";"";France;France - France (mainland);"";"";42.76399994;0.007;"";"";"";"";provided;"";"";FIPS FR, orig DEG 42.764 0.007, datum WGS84;-818505.65834474|-750719.687409547;France - France (mainland);3503264.68409223|2238589.57614039;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;M. Kasparek;Kasparek et al. 2024, https://doi.org/10.1016/j.aspen.2023.102203;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADD_MK_0042_SEMC15;"";"";ADD_PULSE_2024;bee;"";"";Megachilidae;Eoanthidium;"";"";"";(Morawitz, 1874);Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Eoanthidium;Eoanthidium;insulare;"";Eoanthidium insulare;1;"";M;"";"";"";"";"";"";NA-NA-NA;"";"";"";"";"";"";"";"";"";"";"";"";Greece;Greece;"";Lakonia Mistra, upper city and citadel;37.07;22.42;"";"";"";"";provided;"";"";Greece, B - Greece, Lakonia Mistra, upper city and citadel, 200;1118735.48537717|-1338467.39561693;Greece;5429187.49371118|1645285.14119938;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;M. Kasparek;Kasparek et al. 2024, https://doi.org/10.1016/j.aspen.2023.102203;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADD_MK_0042_SEMC15;"";"";ADD_PULSE_2024;bee;"";"";Megachilidae;Eoanthidium;"";"";"";(Morawitz, 1874);Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Eoanthidium;Eoanthidium;insulare;"";Eoanthidium insulare;1;"";M;"";"";"";"";"";"";NA-NA-NA;"";"";"";"";"";"";"";"";"";"";"";"";Greece;Greece;"";Lakonia Mistra, upper city and citadel;37.07;22.42;"";"";"";"";provided;"";"";Greece, B - Greece, Lakonia Mistra, upper city and citadel, 200;1118735.48537717|-1338467.39561693;Greece - Greece (mainland);5429187.49371118|1645285.14119938;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADD_PR_BQ_1025_BDFG_359232;BDFG_359232;"";ADD_PULSE_2024;bee;"";"";Apidae;Bombus;"";"";"";(Lepeletier, 1832);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Psithyrus;quadricolor;"";Bombus quadricolor;1;"";"";"";"";"";"";Bombus quadricolor, N=1, spec_Id=BDFG_359232;"";1939-NA-NA;1939;"";"";1939;"";"";"";"";"";"";"";"";Russian Federation;Russian Federation - North European Russia;"";"";61.55706024;34.45550156;"";"";"";"";provided;"";"";FIPS RS00, orig deg 61.557264 34.456094, datum EUR-M;1305878.72332455|1496178.06607329;Russian Federation;5595023.82090573|4497064.7978624;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADD_PR_BQ_1025_BDFG_359232;BDFG_359232;"";ADD_PULSE_2024;bee;"";"";Apidae;Bombus;"";"";"";(Lepeletier, 1832);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Psithyrus;quadricolor;"";Bombus quadricolor;1;"";"";"";"";"";"";Bombus quadricolor, N=1, spec_Id=BDFG_359232;"";1939-NA-NA;1939;"";"";1939;"";"";"";"";"";"";"";"";Russian Federation;Russian Federation - North European Russia;"";"";61.55706024;34.45550156;"";"";"";"";provided;"";"";FIPS RS00, orig deg 61.557264 34.456094, datum EUR-M;1305878.72332455|1496178.06607329;Russian Federation - European Russia;5595023.82090573|4497064.7978624;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADD_PR_BQ_1025_BDFG_359232;BDFG_359232;"";ADD_PULSE_2024;bee;"";"";Apidae;Bombus;"";"";"";(Lepeletier, 1832);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Psithyrus;quadricolor;"";Bombus quadricolor;1;"";"";"";"";"";"";Bombus quadricolor, N=1, spec_Id=BDFG_359232;"";1939-NA-NA;1939;"";"";1939;"";"";"";"";"";"";"";"";Russian Federation;Russian Federation - North European Russia;"";"";61.55706024;34.45550156;"";"";"";"";provided;"";"";FIPS RS00, orig deg 61.557264 34.456094, datum EUR-M;1305878.72332455|1496178.06607329;Russian Federation - North European Russia;5595023.82090573|4497064.7978624;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;Thomas James Wood;TJW Colln.;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;TJW Colln.;"";"";ADD_TW_ANT_0124;"";"";ADD_PULSE_2024;bee;Anthidium loti;"";Megachilidae;Anthidium;"";loti;"";Perris, 1852;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Anthidium;Anthidium;loti;"";Anthidium loti;1;"";F;T.Wood;T.Wood;"";"";"";15/07/2021;2021-7-15;2021;7;15;2021;7;15;"";"";"";"";"";"";Spain;Spain;Ávila;Navacepeda de Tormes, 1 km S;40.352056;-5.247896;"";"";40.352056, -5.247896;"";provided;"";"";"Province: Ávila; Locality: Navacepeda de Tormes, 1 km S";-1297729.88435995|-939296.705384772;Spain;3029090.74525521|2047829.33275279;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;Francisco Javier Ortiz Sánchez;See Catarineu & Ortiz-Sánchez 2023;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADD_BDT_1642;"";"";ADD_PULSE_2024;bee;"";"";Megachilidae;Hoplitis;"";"";"";(Ferton, 1895);Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa;perezi;"";Hoplitis perezi;1;"";"";"";"";"";"";Coordinates of Murcia;"";NA-NA-NA;"";"";"";"";"";"";"";"";"";"";"";"";Spain;Spain - Spain (mainland);"";Murcia, Several;37.99227;-1.130615;"";"";"";"";not_provided;"";"";"";-988616.486350416|-1257064.26410807;Spain;3340082.03047437|1728460.61118678;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;FOS Colln.;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADDm_FO_323;"";"";ADD_PULSE_2024;bee;"";"";Megachilidae;Megachile;"";"";"";Pérez, 1884;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea;pusilla;"";Megachile pusilla;1;"";F;F. Ortiz-Sánchez;F. Ortiz-Sánchez;"";"";"";"NA;NA";2016-7-9;2016;7;9;"";"";"";"";"";"";"";"";"";Spain;Spain;"";Villaco;41.740656;-4.267745;"";"";"";"";provided;"";"";"";-1186429.69040309|-805345.003660998;Spain;3137601.85634761|2183204.72482759;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;Flaminio Simone;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADD_SF_0247;"";"";ADD_PULSE_2024;bee;"";"";Halictidae;Seladonia;"";"";"";(Pérez, 1895);Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Vestitohalictus;microcardia;"";Seladonia microcardia;1;"";F;"";"";"";"";"";"NA/NA/NA;NA/NA/NA";NA-NA-NA;"";"";"";"";"";"";"";"";"";"";"";"";Spain;Spain - Baleares;"";"";38.8706843;1.3450359;"";"";"";"";not_provided;"";"";"";-758780.767868452|-1190501.20774974;Spain;3566946.34108808|1796634.14437603;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;Flaminio Simone;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADD_SF_0247;"";"";ADD_PULSE_2024;bee;"";"";Halictidae;Seladonia;"";"";"";(Pérez, 1895);Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Vestitohalictus;microcardia;"";Seladonia microcardia;1;"";F;"";"";"";"";"";"NA/NA/NA;NA/NA/NA";NA-NA-NA;"";"";"";"";"";"";"";"";"";"";"";"";Spain;Spain - Baleares;"";"";38.8706843;1.3450359;"";"";"";"";not_provided;"";"";"";-758780.767868452|-1190501.20774974;Spain - Baleares;3566946.34108808|1796634.14437603;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;Thomas James Wood;TJW Colln.;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;TJW Colln.;"";"";ADD_TW_ANT_0124;"";"";ADD_PULSE_2024;bee;Anthidium loti;"";Megachilidae;Anthidium;"";loti;"";Perris, 1852;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Anthidium;Anthidium;loti;"";Anthidium loti;1;"";F;T.Wood;T.Wood;"";"";"";15/07/2021;2021-7-15;2021;7;15;2021;7;15;"";"";"";"";"";"";Spain;Spain;Ávila;Navacepeda de Tormes, 1 km S;40.352056;-5.247896;"";"";40.352056, -5.247896;"";provided;"";"";"Province: Ávila; Locality: Navacepeda de Tormes, 1 km S";-1297729.88435995|-939296.705384772;Spain - Spain (mainland);3029090.74525521|2047829.33275279;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;Francisco Javier Ortiz Sánchez;See Catarineu & Ortiz-Sánchez 2023;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADD_BDT_1642;"";"";ADD_PULSE_2024;bee;"";"";Megachilidae;Hoplitis;"";"";"";(Ferton, 1895);Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa;perezi;"";Hoplitis perezi;1;"";"";"";"";"";"";Coordinates of Murcia;"";NA-NA-NA;"";"";"";"";"";"";"";"";"";"";"";"";Spain;Spain - Spain (mainland);"";Murcia, Several;37.99227;-1.130615;"";"";"";"";not_provided;"";"";"";-988616.486350416|-1257064.26410807;Spain - Spain (mainland);3340082.03047437|1728460.61118678;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;FOS Colln.;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADDm_FO_323;"";"";ADD_PULSE_2024;bee;"";"";Megachilidae;Megachile;"";"";"";Pérez, 1884;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea;pusilla;"";Megachile pusilla;1;"";F;F. Ortiz-Sánchez;F. Ortiz-Sánchez;"";"";"";"NA;NA";2016-7-9;2016;7;9;"";"";"";"";"";"";"";"";"";Spain;Spain;"";Villaco;41.740656;-4.267745;"";"";"";"";provided;"";"";"";-1186429.69040309|-805345.003660998;Spain - Spain (mainland);3137601.85634761|2183204.72482759;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;ADD_PULSE_2024;Pierre Rasmont;SSIC;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ADD_PR_BQ_663_BDFG_551897;BDFG_551897;"";ADD_PULSE_2024;bee;"";"";Apidae;Bombus;"";"";"";(Lepeletier, 1832);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Psithyrus;quadricolor;"";Bombus quadricolor;1;"";"";"";"";"";"";Bombus quadricolor, N=1, spec_Id=BDFG_551897;"";2008-8-15;2008;8;15;2008;8;15;"";"";"";"";"";"";Sweden;Sweden;"";Lyttersta, Västra Vingåker f:g;58.98945236;15.90331745;"";"";"";"";provided;"";"";FIPS SW00, orig deg 58,989451 15,903317, datum WGS84;342653.034820327|1013547.96341529;Sweden;4660619.21168741|4001710.76764099;ADD_PULSE_2024_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;Artportalen_Sweden_2023;Lars Pettersson;Artportalen;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";https://www.artportalen.se/Occurrence/TaxonOccurrence/16/2002991;"";Artportalen_bees_SW_RL_132747;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";(Kirby, 1802);Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Leucandrena;barbilabris;"";Andrena barbilabris;2;"";M;"";"";"";"";"";15/06/2008;2008-6-15;2008;6;15;"";"";"";"";"";"";"";"";"";Sweden;Sweden;"";Borgholm;56.82529463;16.71765639;100;"";"";"";provided;"";"";"";411189.987827711|779123.236908643;Sweden;4730858.2397253|3766152.11919426;Artportalen_Sweden_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;Artportalen_Sweden_2023;Lars Pettersson;Artportalen;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";https://www.artportalen.se/Occurrence/TaxonOccurrence/16/2002991;"";Artportalen_bees_SW_RL_144749;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";Smith, 1847;Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Andrena;fucata;"";Andrena fucata;1;"";F;Tobias Ivarsson;"";"";"";"";06-11-07;2007-11-6;2007;11;6;"";"";"";"";"";"";"";"";"";Sweden;Sweden;"";Uppvidinge;57.1428284;15.5605225;25;"";"";"";provided;"";"";"";337899.115707204|808444.011567656;Sweden;4657606.31704025|3795330.94162544;Artportalen_Sweden_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;Artportalen_Sweden_2023;Lars Pettersson;Artportalen;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";https://www.artportalen.se/Occurrence/TaxonOccurrence/16/2002991;"";Artportalen_bees_SW_RL_149725;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";(Fabricius, 1781);Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Trachandrena;haemorrhoa;"";Andrena haemorrhoa;1;"";F;Olof Persson;Lars norn;"";"";"";06-03-16;2016-3-6;2016;3;6;"";"";"";"";"";"";"";window trap;"";Sweden;Sweden;"";Söderköping;58.41953871;16.6804053;300;"";"";"";provided;"";"";"";393233.902243439|954696.680970673;Sweden;4711391.96227143|3942554.10942363;Artportalen_Sweden_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;Artportalen_Sweden_2023;Lars Pettersson;Artportalen;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";https://www.artportalen.se/Occurrence/TaxonOccurrence/16/2002991;"";Artportalen_bees_SW_RL_161851;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";(Linnaeus, 1758);Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Andrena;helvola;"";Andrena helvola;13;"";"";Hkan Andersson;Lars Norn;"";"";"";27/07/2017;2017-7-27;2017;7;27;"";"";"";"";"";"";"";window trap;"";Sweden;Sweden;"";Helsingborg;56.18900567;12.75172246;100;"";"";"";provided;"";"";"";171209.310931743|693219.104750968;Sweden;4491927.86432504|3679414.80171624;Artportalen_Sweden_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;Artportalen_Sweden_2023;Lars Pettersson;Artportalen;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";https://www.artportalen.se/Occurrence/TaxonOccurrence/16/2002991;"";Artportalen_bees_SW_RL_164009;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";Fabricius, 1781;Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Poecilandrena;labiata;"";Andrena labiata;1;"";M;Grgen Hildingsson & Moa Pettersson & Bjrn Larsson;"";"";"";"";21/05/2020;2020-5-21;2020;5;21;"";"";"";"";"";"";"";observation;"";Sweden;Sweden;"";Kristianstad;56.01547693;14.45944062;200;"";"";"";provided;"";"";"";278505.243021155|679074.89006335;Sweden;4599109.78078154|3665462.56310842;Artportalen_Sweden_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;Artportalen_Sweden_2023;Lars Pettersson;Artportalen;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";https://www.artportalen.se/Occurrence/TaxonOccurrence/16/2002991;"";Artportalen_bees_SW_RL_175752;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";(Scopoli, 1763);Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Andrena;praecox;"";Andrena praecox;7;"";M;Magnus Stenmark;"";"";"";"";06-03-09;2009-3-6;2009;3;6;"";"";"";"";"";"";"";"";"";Sweden;Sweden;"";Ånge;62.52488078;15.64797102;100;"";"";"";provided;"";"";"";298795.804529079|1398029.72243468;Sweden;4612759.19763088|4392041.57032821;Artportalen_Sweden_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;Artportalen_Sweden_2023;Lars Pettersson;Artportalen;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";https://www.artportalen.se/Occurrence/TaxonOccurrence/16/2002991;"";Artportalen_bees_SW_RL_178541;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";Pérez, 1903;Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;semilaevis;"";Andrena semilaevis;2;"";"";Marie Winsa;Erik Sjdin;"";"";"";31/07/2012;2012-7-31;2012;7;31;"";"";"";"";"";"";"";net;"";Sweden;Sweden;"";Uppsala;59.79161773;17.36410583;156;"";"";"";provided;"";"";"";418552.549201553|1108898.69693477;Sweden;4734644.72052114|4098263.39459784;Artportalen_Sweden_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;Artportalen_Sweden_2023;Lars Pettersson;Artportalen;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";https://www.artportalen.se/Occurrence/TaxonOccurrence/16/2002991;"";Artportalen_bees_SW_RL_270714;"";"";OK;bee;"";"";Megachilidae;Anthidium;"";"";"";(Linnaeus, 1758);Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Anthidium;Anthidium;manicatum;"";Anthidium manicatum;2;"";M;Gran Holmstrm;"";"";"";"";2016-06-24;2016-6-24;2016;6;24;"";"";"";"";"";"";"";observation;"";Sweden;Sweden;"";Mörbylånga;56.44456561;16.56633703;250;"";"";"";provided;"";"";"";405642.289113568|736212.781073827;Sweden;4725656.55783141|3723098.90302399;Artportalen_Sweden_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;Artportalen_Sweden_2023;Lars Pettersson;Artportalen;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";https://www.artportalen.se/Occurrence/TaxonOccurrence/16/2002991;"";Artportalen_bees_SW_RL_12094;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";Dahlbom, 1832;Hymenoptera;Apidae;Apinae;Bombini;Bombus;Alpinobombus;balteatus;"";Bombus balteatus;20;"";"";Torbjrn Vik & Sofia Lund;"";"";"";"";13/07/2016;2016-7-13;2016;7;13;"";"";"";"";"";"";"";"";"";Sweden;Sweden;"";Kiruna;68.55366775;18.46341121;2677;"";"";"";provided;"";"";"";375490.715237225|2045585.05926805;Sweden;4669178.14926428|5068999.24204572;Artportalen_Sweden_2023_test.csv
