databaseName;institutionID;projectSource;projectUpdate;datasetName;dataProvider;rightsHolder;license;accessRights;collection;references;referencesDOI;occurrenceID;verbatimOccurrenceID;modified;identificationVerificationStatus;pollinatorTaxa;verbatimScientificName;verbatimScientificNameAuthorship;verbatimFamily;verbatimGenus;verbatimSubgenus;verbatimSpecificEpithet;verbatimInfraspecificEpithet;scientificNameAuthorship;order;family;subfamily;tribe;genus;subgenus;specificEpithet;infraspecificEpithet;scientificName;individualCountEnd;individualCountStart;sex;recordedBy;identifiedBy;validatedBy;dateIdentified;taxonNote;verbatimEventDate;eventDate;yearEnd;monthEnd;dayEnd;yearStart;monthStart;dayStart;plantFamily;plantGenus;plantEpithet;plantScientificName;samplingProtocol;samplingNote;country;county;municipality;locality;decimalLatitude;decimalLongitude;coordinateUncertaintyInMetersEnd;coordinateUncertaintyInMetersStart;verbatimCoordinates;coordinatesType;coordinatesProvided;georeferenceNote;verbatimElevation;fieldNote;footPrintWKT;stateProvince;geometry;FILE_NAME
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;Artportalen_Sweden_2023;Lars Pettersson;Artportalen;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";https://www.artportalen.se/Occurrence/TaxonOccurrence/16/2002991;"";Artportalen_bees_SW_RL_298109;"";"";OK;bee;"";"";Megachilidae;Osmia;"";"";"";(Kirby, 1802);Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Helicosmia;leaiana;"";Osmia leaiana;1;"";M;Gunnar Hallin;"";"";"";"";14-06-98;1998-6-14;1998;6;14;"";"";"";"";"";"";"";window trap;"";Sweden;Sweden;"";Askersund;58.99704822;15.05794665;50;"";"";"";provided;"";"";"";293608.324099617|1010800.81496043;Sweden;4612026.08657811|3998806.82355687;Artportalen_Sweden_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;Artportalen_Sweden_2023;Lars Pettersson;Artportalen;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";https://www.artportalen.se/Occurrence/TaxonOccurrence/16/2002991;"";Artportalen_bees_SW_RL_299054;"";"";OK;bee;"";"";Megachilidae;Osmia;"";"";"";Curtis, 1828;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Melanosmia;parietina;"";Osmia parietina;3;"";"";Gunnar Hallin;"";"";"";"";2009-05-25;2009-5-25;2009;5;25;"";"";"";"";"";"";"";"";"";Sweden;Sweden;"";Karlshamn;56.29916338;14.74158658;50;"";"";"";provided;"";"";"";294114.296310934|711607.334232045;Sweden;4614533.2945895|3698090.90678409;Artportalen_Sweden_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;Artportalen_Sweden_2023;Lars Pettersson;Artportalen;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";https://www.artportalen.se/Occurrence/TaxonOccurrence/16/2002991;"";Artportalen_bees_SW_RL_267614;"";"";OK;bee;Sphecodes monilicornis;"";Halictidae;Sphecodes;"";"";"";(Kirby, 1802);Hymenoptera;Halictidae;Halictinae;Sphecodini;Sphecodes;"";monilicornis;"";Sphecodes monilicornis;1;"";F;Johan Nilsson;"";"";"";"";2008-05-10;2008-5-10;2008;5;10;"";"";"";"";"";"";"";observation;"";Sweden;Sweden;"";Sollentuna;59.40923556;17.97970041;10;"";"";"";provided;"";"";"";457875.254106816|1070659.95908849;Sweden;4774075.28760687|4059752.06852362;Artportalen_Sweden_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;NEUMAYER;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-712009_610618;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";Illiger, 1806;Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;humilis;"";Bombus humilis;1;"";F;"";"";"";"";"";"";2008-NA-NA;2008;"";"";"";"";"";"";"";"";"";"";"";Austria;Austria;"";"";48.80961;15.18;"";"";"";"";provided;"";"";"";378845.828246014|-119805.341572935;Austria;4701237.05984825|2868517.62861699;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;NEUMAYER;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-701936_612206;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Linnaeus, 1758);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Pyrobombus;hypnorum;"";Bombus hypnorum;1;"";F;"";"";"";"";"";"";2003-NA-NA;2003;"";"";"";"";"";"";"";"";"";"";"";Austria;Austria;"";"";48.49722;16.56667;"";"";"";"";provided;"";"";"";483075.275533743|-146597.99603965;Austria;4805771.5584002|2842016.58439221;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;NEUMAYER;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-696760_624438;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";Smith, 1849;Hymenoptera;Apidae;Apinae;Bombini;Bombus;Pyrobombus;monticola;"";Bombus monticola;1;"";M;"";"";"";"";"";"";1943-NA-NA;1943;"";"";"";"";"";"";"";"";"";"";"";Austria;Austria;"";"";47.1275;10.21306;"";"";"";"";provided;"";"";"";16127.1314569886|-320453.632158135;Austria;4337179.00323823|2668239.3487939;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;NEUMAYER;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-671155_624493;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";Smith, 1849;Hymenoptera;Apidae;Apinae;Bombini;Bombus;Pyrobombus;monticola;"";Bombus monticola;1;"";M;"";"";"";"";"";"";2000-NA-NA;2000;"";"";"";"";"";"";"";"";"";"";"";Austria;Austria;"";"";47.43361;12.53944;"";"";"";"";provided;"";"";"";191027.411369659|-283127.196996481;Austria;4512664.08309325|2705509.21460714;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;NEUMAYER;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-699503_630768;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;1;"";M;"";"";"";"";"";"";1993-NA-NA;1993;"";"";"";"";"";"";"";"";"";"";"";Austria;Austria;"";"";47.89861;14.99306;"";"";"";"";provided;"";"";"";371948.303040109|-222138.489570441;Austria;4694223.03698529|2766500.61583877;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;NEUMAYER;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-671040_626557;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;1;"";F;"";"";"";"";"";"";2003-NA-NA;2003;"";"";"";"";"";"";"";"";"";"";"";Austria;Austria;"";"";47.32666;13.20647;"";"";"";"";provided;"";"";"";241685.891443698|-293117.953477967;Austria;4563474.39878785|2695589.38539795;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;NEUMAYER;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-697891_640837;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";Radoszkowski, 1859;Hymenoptera;Apidae;Apinae;Bombini;Bombus;Melanobombus;sichelii;"";Bombus sichelii;1;"";W;"";"";"";"";"";"";1957-NA-NA;1957;"";"";"";"";"";"";"";"";"";"";"";Austria;Austria;"";"";47.53528;13.71444;"";"";"";"";provided;"";"";"";278794.643140629|-268125.964798614;Austria;4600725.78311646|2720538.54312817;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;Waarneming;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-2545715_520411;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Linnaeus, 1761);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Megabombus;hortorum;"";Bombus hortorum;1;"";"";"";"";"";"";"";"";2006-NA-NA;2006;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";51.11971;2.696071;"";"";"";"";provided;"";"";"";-508712.400413008|149791.58152363;Belgium;3810576.52739401|3137588.98571154;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-2041424_523787;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Linnaeus, 1761);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Megabombus;hortorum;"";Bombus hortorum;1;"";M;"";"";"";"";"";"";1920-NA-NA;1920;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";51.09669;5.790733;"";"";"";"";provided;"";"";"";-293625.028411631|130689.885809624;Belgium;4026317.58164278|3117984.58760725;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-2537796_541925;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Linnaeus, 1758);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Melanobombus;lapidarius;"";Bombus lapidarius;5;"";F;"";"";"";"";"";"";2015-NA-NA;2015;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";49.52025;5.498389;"";"";"";"";provided;"";"";"";-324541.915647391|-43828.4527929169;Belgium;3995226.66560042|2944137.21520876;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;Waarneming;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-2547624_543903;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Linnaeus, 1758);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Melanobombus;lapidarius;"";Bombus lapidarius;1;"";M;"";"";"";"";"";"";2014-NA-NA;2014;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";50.71983;4.311735;"";"";"";"";provided;"";"";"";-399808.679191238|95528.3284340901;Belgium;3919747.67117076|3083175.37601482;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;Waarneming;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-2639341_547899;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Linnaeus, 1758);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Melanobombus;lapidarius;"";Bombus lapidarius;1;"";W;"";"";"";"";"";"";2016-NA-NA;2016;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";50.86768;5.02376;"";"";"";"";provided;"";"";"";-348747.985018898|108446.683180548;Belgium;3970988.66688253|3095930.64818812;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;Waarneming;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-2550702_534562;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Linnaeus, 1758);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Melanobombus;lapidarius;"";Bombus lapidarius;1;"";"";"";"";"";"";"";"";2013-NA-NA;2013;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";51.11797;2.655741;"";"";"";"";provided;"";"";"";-511531.385295077|149872.238881117;Belgium;3807749.72153671|3137678.77266262;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR_bees_SAPOLL_RL_125728;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Linnaeus, 1761);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Bombus;lucorum;"";Bombus lucorum;1;"";M;Van den Wyngaert G;Van den Wyngaert G;"";"";"";20150724;2015-7-24;2015;7;24;"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";Uccle/ukkel;50.79848;4.356701;"";"";"";"";provided;"";"";"";-395994.642554974|104047.328003526;Belgium;3923581.67809074|3091657.14224519;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR_bees_SAPOLL_RL_57874;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Linnaeus, 1761);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Bombus;lucorum;"";Bombus lucorum;1;"";M;Janssens K;Janssens K;"";"";"";20160323;2016-3-23;2016;3;23;"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";Antwerpen stad - merode;51.19505;4.414287;"";"";"";"";provided;"";"";"";-388669.794483064|147904.619302768;Belgium;3930977.06509203|3135355.20276299;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR_bees_SAPOLL_RL_284903;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";Vogt, 1911;Hymenoptera;Apidae;Apinae;Bombini;Bombus;Bombus;magnus;"";Bombus magnus;1;"";M;TERZO M;TERZO M;"";"";"";20010922;2001-9-22;2001;9;22;"";"";"";"";"";"";Calluna vulgaris;"";"";Belgium;Belgium;"";Zonhoven;51.00251;5.4182;"";"";"";"";provided;"";68;"";-320222.172189419|121714.460700769;Belgium;3999622.16306506|3109092.62196823;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;BDFGM_GX;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-180455_565572;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;2;"";F;"";"";"";"";"";"";1984-NA-NA;1984;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";50.48594;4.147516;"";"";"";"";provided;"";"";"";-413361.802616093|70378.0394856343;Belgium;3906130.86196342|3058141.00554967;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR_bees_SAPOLL_RL_106418;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;5;"";"";Geudens R;Geudens R;"";"";"";20171016;2017-10-16;2017;10;16;"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";Kalmthoutse heide;51.40777;4.454502;"";"";"";"";provided;"";"";"";-384123.816981364|171384.523489084;Belgium;3935568.14846304|3158749.90568161;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR_bees_SAPOLL_RL_248170;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;1;"";W;BALL FJ;RASMONT P;"";"";"";19180824;1918-8-24;1918;8;24;"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";AALST;50.94497;4.101798;"";"";"";"";provided;"";"";"";-412561.622941095|121729.189476443;Belgium;3906979.04601483|3109324.78088637;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-1468_567062;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;1;"";F;"";"";"";"";"";"";2005-NA-NA;2005;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";50.83333;4.33333;"";"";"";"";provided;"";"";"";-397338.056783677|108051.236549705;Belgium;3922237.6142329|3095651.42490373;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR_bees_SAPOLL_RL_51535;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;1;"";W;Vanormelingen P;Vanormelingen P;"";"";"";20160711;2016-7-11;2016;7;11;"";"";"";"";"";"";Cirsium palustre;"";"";Belgium;Belgium;"";Haaltert;50.89376;3.960773;"";"";"";"";provided;"";"";"";-422864.343419426|116813.607476131;Belgium;3896638.3808062|3104452.20389634;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR_bees_SAPOLL_RL_45789;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;1;"";W;Vanormelingen P;Vanormelingen P;"";"";"";20180505;2018-5-5;2018;5;5;"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";Kortenaken;50.86327;5.017702;"";"";"";"";provided;"";"";"";-349204.577371689|107983.489777938;Belgium;3970530.14936915|3095470.02035888;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR-2277153_555910;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;1;"";"";"";"";"";"";"";"";2006-NA-NA;2006;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";50.5833;4.0667;"";"";"";"";provided;"";"";"";-418199.785004973|81663.5218895613;Belgium;3901285.38981152|3069402.12722574;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR_bees_SAPOLL_RL_300729;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;36;"";F;Severin G;RASMONT P;"";"";"";19150530;1915-5-30;1915;5;30;"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";SENEFFE;50.59016;4.058207;"";"";"";"";provided;"";"";"";-418736.592473311|82474.4691348773;Belgium;3900747.47904667|3070211.83471653;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR_bees_SAPOLL_RL_91650;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;1;"";F;Devalez J;Devalez J;"";"";"";20100501;2010-5-1;2010;5;1;"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";Bernissart;50.46501;3.689818;"";"";"";"";provided;"";"";"";-445811.888275358|70667.5241965052;Belgium;3873576.34459277|3058514.02570959;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR_bees_SAPOLL_RL_310207;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;20;"";"";Baugnee JY;Baugnee JY;"";"";"";20100914;2010-9-14;2010;9;14;"";"";"";"";"";"";Hieracium lachenalii;"";"";Belgium;Belgium;"";Mettet;50.29428;4.628023;"";"";"";"";provided;"";0;"";-381014.018973767|46494.8902965422;Belgium;3938572.60963111|3034260.01195597;BDFGM_Bombus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;BDFGM_Bombus_2023;Guillaume Ghisbain & Pierre Rasmont;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";PR_bees_SAPOLL_RL_51548;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;1;"";F;Vanormelingen P;Vanormelingen P;"";"";"";20160515;2016-5-15;2016;5;15;"";"";"";"";"";"";Crepis biennis;"";"";Belgium;Belgium;"";Gent;51.07859;3.728309;"";"";"";"";provided;"";"";"";-437382.149923187|138714.71404904;Belgium;3882101.18765471|3126325.38796139;BDFGM_Bombus_2023_test.csv
