order;family;subfamily;tribe;genus;subgenus;specificEpithet;scientificName;scientificNameAuthorship
Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Eoanthidium;Eoanthidium ;clypeare;Eoanthidium clypeare;(Morawitz, 1874)
Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Eoanthidium;Eoanthidium ;insulare;Eoanthidium insulare;(Morawitz, 1874)
Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Eoanthidium;Eoanthidium ;nasiculum;Eoanthidium nasiculum;Pasteels, 1969
Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Eoanthidium;Eoanthidium ;pasteelsi;Eoanthidium pasteelsi;(Warncke, 1980)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Haetosmia;;circumventa;Haetosmia circumventa;(Peters, 1974)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Heriades;Rhopaloheriades ;clavicornis;Heriades clavicornis;Morawitz, 1875
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Heriades;Heriades ;crenulata;Heriades crenulata;Nylander, 1856
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Heriades;Michenerella ;punctulifera;Heriades punctulifera;Schletterer, 1889
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Heriades;Heriades ;rubicola;Heriades rubicola;Pérez, 1890
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Heriades;Heriades ;truncorum;Heriades truncorum;(Linnaeus, 1758)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hofferia;Hofferia ;schmiedeknechti ;Hofferia schmiedeknechti;(Schletterer, 1889)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;acuticornis;Hoplitis acuticornis;(Dufour & Perris, 1840)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;adunca;Hoplitis adunca;(Panzer, 1798)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;agis;Hoplitis agis;(Benoist, 1929)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Stenosmia ;albatera;Hoplitis albatera;(Warncke, 1991)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;albiscopa;Hoplitis albiscopa;(Friese, 1899)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;anipuncta;Hoplitis anipuncta;(Alfken, 1935)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;annulata;Hoplitis annulata;(Latreille, 1811)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Micreriades ;antalyae;Hoplitis antalyae;Tkalc?, 2000
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;anthocopoides;Hoplitis anthocopoides;(Schenck, 1853)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;antigae;Hoplitis antigae;(Pérez, 1895)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;batyamae;Hoplitis batyamae;(van der Zanden, 1986)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;benoisti;Hoplitis benoisti;(Alfken, 1935)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;bicallosa ;Hoplitis bicallosa;(Morawitz, 1875)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;bihamata;Hoplitis bihamata;(Costa, 1885)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;bispinosa;Hoplitis bispinosa;van der Zanden, 1992
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;bisulca;Hoplitis bisulca;(Gerstaecker, 1869)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;brachypogon;Hoplitis brachypogon;(Pérez, 1879)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Pentadentosmia ;cadiza;Hoplitis cadiza;(Warncke, 1991)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;campanularis;Hoplitis campanularis;(Morawitz, 1877)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;carinata;Hoplitis carinata;(Stanek, 1969)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;ciliaris;Hoplitis ciliaris;(Pérez, 1902)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;claviventris;Hoplitis claviventris;(Thomson, 1872)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa;corcyraea;Hoplitis corcyraea;(Tkalc?, 1979)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;cristatula;Hoplitis cristatula;(Van der Zanden, 1990)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;curtula;Hoplitis curtula;(Pérez, 1896)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;curvipes;Hoplitis curvipes;(Morawitz, 1871)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;cypriaca;Hoplitis cypriaca;(Mavromoustakis, 1938)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;dalmatica;Hoplitis dalmatica;(Morawitz, 1871)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;fabrei;Hoplitis fabrei;van der Zanden, 1987
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;fasciculata;Hoplitis fasciculata;(Alfken, 1934)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;fertoni;Hoplitis fertoni;(Pérez, 1891)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;fulva;Hoplitis fulva;(Eversmann, 1852)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;galbula;Hoplitis galbula;(Warncke, 1991) 
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;galichicae;Hoplitis galichicae;Müller, 2016
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;graeca;Hoplitis graeca;(Tkalc?, 2001)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;grossepunctata;Hoplitis grossepunctata;(Kohl, 1905)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;grumi;Hoplitis grumi;(Morawitz, 1894)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Micreriades ;haemi;Hoplitis haemi;Tkalc?, 2001
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;hilbera;Hoplitis hilbera;Müller, 2012
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;holmboei;Hoplitis holmboei;(Mavromoustakis, 1949)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;idaensis;Hoplitis idaensis;(Warncke, 1991)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Micreriades ;illyrica;Hoplitis illyrica;(Noskiewicz, 1926)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;insularis;Hoplitis insularis;(Schmiedeknecht, 1886)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;jakovlevi;Hoplitis jakovlevi;(Radoszkowski, 1874)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;jheringii;Hoplitis jheringii;(Ducke, 1898)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Pentadentosmia ;laevifrons;Hoplitis laevifrons;(Morawitz, 1872)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;lepeletieri;Hoplitis lepeletieri;(Pérez, 1879)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;leucomelana;Hoplitis leucomelana;(Kirby, 1802)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;limassolica;Hoplitis limassolica;(Mavromoustakis, 1937)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;lithodorae;Hoplitis lithodorae;Müller, 2012
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;loti;Hoplitis loti;(Morawitz, 1867)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Chlidoplitis ;lysholmi;Hoplitis lysholmi;(Friese, 1899)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;manicata;Hoplitis manicata;(Morice, 1901)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;manuelae;Hoplitis manuelae;Müller, 2012
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;marchali;Hoplitis marchali;(Pérez, 1902)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Micreriades ;mazzuccoi;Hoplitis mazzuccoi;(Schwarz & Gusenleitner, 2005)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;mitis;Hoplitis mitis;(Nylander, 1852)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;mocsaryi;Hoplitis mocsaryi;(Friese, 1895)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;mollis;Hoplitis mollis;Tkalc?, 2000
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;monticola;Hoplitis monticola;Müller, 2012
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Pentadentosmia ;moricei;Hoplitis moricei;(Friese, 1899)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;nicolaei;Hoplitis nicolaei;Müller, 2012
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;obtusa;Hoplitis obtusa;(Friese, 1899)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;occidentalis;Hoplitis occidentalis;Müller, 2012
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;ochraceicornis;Hoplitis ochraceicornis;(Ferton, 1902)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Chlidoplitis ;onychophora;Hoplitis onychophora;(Mavromoustakis, 1939)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;pallicornis;Hoplitis pallicornis;(Friese, 1895)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;papaveris;Hoplitis papaveris;(Latreille, 1799)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Micreriades ;parnesica;Hoplitis parnesica;(Mavromoustakis, 1958)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;peniculifera;Hoplitis peniculifera;Müller, 2012
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;perambigua;Hoplitis perambigua;(Peters, 1975)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;perezi;Hoplitis perezi;(Ferton, 1895)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;pici;Hoplitis pici;(Friese, 1899)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Pentadentosmia ;pomarina;Hoplitis pomarina;(Warncke, 1991)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;praestans;Hoplitis praestans;(Morawitz, 1893)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;princeps;Hoplitis princeps;(Morawitz, 1872)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;pulchella;Hoplitis pulchella;(Pérez, 1895)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Pentadentosmia ;quinquespinosa;Hoplitis quinquespinosa;(Friese, 1899)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;ravouxi;Hoplitis ravouxi;(Pérez, 1902)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Formicapis ;robusta;Hoplitis robusta;(Nylander, 1848) 
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;saundersi;Hoplitis saundersi;(Vachal, 1891)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;saxialis;Hoplitis saxialis;(van der Zanden, 1994)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;serainae;Hoplitis serainae;Müller, 2012
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;stecki;Hoplitis stecki;(Frey-Gessner, 1908)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;stellaris;Hoplitis stellaris;(Warncke, 1991)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;strymonia;Hoplitis strymonia;Tkalc?, 1999
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;subbutea;Hoplitis subbutea;(Warncke, 1991)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;submanicata;Hoplitis submanicata;van der Zanden, 1984
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;taurica;Hoplitis taurica;(Radoszkowski, 1874)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Micreriades ;tenuispina;Hoplitis tenuispina;(Alfken, 1936)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Chlidoplitis ;teucrii;Hoplitis teucrii;(Benoist, 1927)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Megahoplitis ;tigrina;Hoplitis tigrina;(Morawitz, 1871)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis;tkalcuella;Hoplitis tkalcuella;Le Goff, 2003
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;tridentata;Hoplitis tridentata;(Dufour & Perris, 1840)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;tuberculata;Hoplitis tuberculata;(Nylander, 1848)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea;turcestanica;Hoplitis turcestanica;(Dalla Torre, 1896)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;villosa;Hoplitis villosa;(Schenck, 1853)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;yermasoyiae;Hoplitis yermasoyiae;(Mavromoustakis, 1938)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa ;zaianorum ;Hoplitis zaianorum;(Benoist, 1927)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Tkalcua ;zandeni;Hoplitis zandeni;(Teunissen & van Achterberg, 1992)
Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Icteranthidium;;cimbiciforme;Icteranthidium cimbiciforme;(Smith, 1854)
Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Icteranthidium;;ferrugineum;Icteranthidium ferrugineum;(Fabricius, 1787)
Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Icteranthidium;;grohmanni;Icteranthidium grohmanni;(Spinola, 1838)
Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Icteranthidium;;laterale;Icteranthidium laterale;(Latreille, 1809)
Hymenoptera;Megachilidae;Lithurginae;Lithurgini;Lithurgus;;chrysurus;Lithurgus chrysurus;Fonscolombe, 1834
Hymenoptera;Megachilidae;Lithurginae;Lithurgini;Lithurgus;;cornutus;Lithurgus cornutus;(Fabricius, 1787)
Hymenoptera;Megachilidae;Lithurginae;Lithurgini;Lithurgus;;tibialis;Lithurgus tibialis;Morawitz, 1875
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Creightonella ;albisecta;Megachile albisecta;(Klug, 1817)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;albocristata;Megachile albocristata;Smith, 1853
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Anodonteutricharaea;albohirta;Megachile albohirta;(Brullé, 1839)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;albonotata;Megachile albonotata;Radoszkowski, 1886
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile ;alpicola;Megachile alpicola;Alfken, 1924
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus;analis;Megachile analis;Nylander, 1852
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;anatolica;Megachile anatolica;Rebmann, 1968
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;apennina;Megachile apennina;Benoist, 1940
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;apicalis;Megachile apicalis;Spinola, 1808
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;argentata;Megachile argentata;(Fabricius, 1793)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;baetica;Megachile baetica;(Gerstaecker, 1869)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;binominata;Megachile binominata;Smith, 1853
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile ;bombycina;Megachile bombycina;Radoszkowski, 1874
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;burdigalensis;Megachile burdigalensis;Benoist, 1940
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;canariensis;Megachile canariensis;Pérez, 1902
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;canescens;Megachile canescens;(Brullé, 1832)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile ;centuncularis;Megachile centuncularis;(Linnaeus, 1758)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus;circumcincta;Megachile circumcincta;(Kirby, 1802)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;cressa;Megachile cressa;(Tkalc?, 1988)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;cypricola;Megachile cypricola;Mavromoustakis, 1938
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;deceptoria;Megachile deceptoria;Pérez, 1890
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus;diabolica;Megachile diabolica;Friese, 1898
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Callomegachile ;disjunctiformis;Megachile disjunctiformis;Cockerell, 1911
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Creightonella ;doriae;Megachile doriae;Magretti, 1890
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Pseudomegachile;ericetorum;Megachile ericetorum;Lepeletier, 1841
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Pseudomegachile;farinosa;Megachile farinosa;Smith, 1853
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;fertoni;Megachile fertoni;Pérez, 1895
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;flabellipes;Megachile flabellipes;Pérez, 1895
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Pseudomegachile;flavipes;Megachile flavipes;Spinola, 1838
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Pseudomegachile;foersteri;Megachile foersteri;Gerstäcker, 1869
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;fuerteventurae;Megachile fuerteventurae;Tkalc?, 1994
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus;fulvimana;Megachile fulvimana;Eversmann, 1852
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile ;genalis;Megachile genalis;Morawitz, 1880
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;giraudi;Megachile giraudi;Gerstaecker, 1869
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;hohmanni;Megachile hohmanni;Tkalc?, 1993
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;hungarica;Megachile hungarica;Mocsáry, 1877
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;inexspectata ;Megachile inexspectata;Rebmann, 1968
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus;lagopoda;Megachile lagopoda;(Linnaeus, 1761)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile ;lapponica;Megachile lapponica;Thomson, 1872
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;leachella;Megachile leachella;Curtis, 1828
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;lefebvrei;Megachile lefebvrei;(Lepeletier, 1841)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;leucomalla;Megachile leucomalla;Gerstaecker, 1869
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile ;ligniseca;Megachile ligniseca;(Kirby, 1802)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;lucidifrons;Megachile lucidifrons;Ferton, 1905
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;manicata;Megachile manicata;Giraud, 1861
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;marginata;Megachile marginata;Smith, 1853
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus;maritima;Megachile maritima;(Kirby, 1802)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;melanogaster;Megachile melanogaster;Eversmann, 1852
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile ;melanopyga;Megachile melanopyga;Costa, 1863
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;minutissima;Megachile minutissima;Radoszkowski, 1876
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;montenegrensis;Megachile montenegrensis;Dours, 1873
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus;nigriventris;Megachile nigriventris;Schenck, 1868
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile ;octosignata;Megachile octosignata;Nylander, 1852
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;opacifrons;Megachile opacifrons;Pérez, 1897
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chelostomoides ;otomita;Megachile otomita;Cresson, 1878
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;parietina;Megachile parietina;(Geoffroy, 1785)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eurymella ;patellimana;Megachile patellimana;Spinola, 1838
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile ;pilicrus;Megachile pilicrus;Morawitz, 1877
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;posti;Megachile posti;Mavromoustakis, 1952
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;pusilla;Megachile pusilla;Pérez, 1884
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile ;pyrenaea;Megachile pyrenaea;Pérez, 1890
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;pyrenaica;Megachile pyrenaica;(Lepeletier, 1841)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;roeweri;Megachile roeweri;Alfken, 1928
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;rotundata;Megachile rotundata;(Fabricius, 1787)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;rufescens;Megachile rufescens;(Pérez, 1879)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Pseudomegachile;saussurei;Megachile saussurei;Radoszkowski, 1874
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Callomegachile ;sculpturalis;Megachile sculpturalis;Smith, 1853
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;semicircularis;Megachile semicircularis;van der Zanden, 1996
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;sicula;Megachile sicula;(Rossi, 1792)
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Pseudomegachile;syriaca;Megachile syriaca;Dorchin & Praz, 2018
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Pseudomegachile;tecta;Megachile tecta;Radoszkowski, 1888
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea ;tenuistriga;Megachile tenuistriga;Alfken, 1938
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Anodonteutricharaea;thevestensis;Megachile thevestensis;Ferton, 1908
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Anodonteutricharaea;troodica;Megachile troodica;Mavromoustakis, 1953
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile ;versicolor;Megachile versicolor;Smith, 1844
Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus;willughbiella;Megachile willughbiella;(Kirby, 1802)
Hymenoptera;Megachilidae;Megachilinae;Dioxyini;Metadioxys;;graecus;Metadioxys graecus;(Mocsáry, 1877)
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Helicosmia ;aeruginosa ;Osmia aeruginosa;Warncke, 1988
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Helicosmia ;alfkenii;Osmia alfkenii;Ducke, 1900
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Melanosmia;alticola;Osmia alticola;Benoist, 1922
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Pyrosmia ;amathusica;Osmia amathusica;Mavromoustakis, 1937
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Hoplosmia ;anceyi;Osmia anceyi;Pérez, 1879
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Erythrosmia ;andrenoides;Osmia andrenoides;Spinola, 1808
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Monosmia ;apicata;Osmia apicata;Smith, 1853
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Hemiosmia ;argyropyga;Osmia argyropyga;Pérez, 1879
Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Osmia  ;ariadne;Osmia ariadne;Peters, 1978
