order;family;subfamily;tribe;genus;subgenus;specificEpithet;scientificName;scientificNameAuthorship
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Ulandrena;westensis;Andrena westensis;Warncke, 1965
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Holandrena ;wilhelmi;Andrena wilhelmi;Schuberth, 1995
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Taeniandrena ;wilkella;Andrena wilkella;(Kirby, 1802)
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;wollastoni;Andrena wollastoni;Cockerell, 1922
Hymenoptera;Andrenidae;Panurginae;Melitturgini;Camptopoeum;Camptopoeum ;friesei;Camptopoeum friesei;Mocsáry, 1894
Hymenoptera;Andrenidae;Panurginae;Melitturgini;Camptopoeum;Camptopoeum ;frontale;Camptopoeum frontale;(Fabricius, 1804)
Hymenoptera;Andrenidae;Panurginae;Melitturgini;Camptopoeum;Camptopoeum ;nasutum;Camptopoeum nasutum;(Spinola, 1838)
Hymenoptera;Andrenidae;Panurginae;Melitturgini;Camptopoeum;Epimethea  ;variegatum;Camptopoeum variegatum;(Morawitz, 1875)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Clavipanurgus;;sculpturatus;Clavipanurgus sculpturatus;(Morawitz, 1873)
Hymenoptera;Andrenidae;Andreninae;Andrenini;Cubiandrena;;cubiceps;Cubiandrena cubiceps;(Friese, 1914)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Flavipanurgus;;flavus;Flavipanurgus flavus;(Friese, 1897)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Flavipanurgus;;granadensis ;Flavipanurgus granadensis;(Warncke, 1987)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Flavipanurgus;;ibericus ;Flavipanurgus ibericus;(Warncke, 1972)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Flavipanurgus;;kastiliensis;Flavipanurgus kastiliensis;(Warncke, 1987)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Flavipanurgus;;merceti;Flavipanurgus merceti;(Vachal, 1910)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Flavipanurgus;;venustus;Flavipanurgus venustus;(Erichson, 1835)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Halopanurgus;;baldocki;Halopanurgus baldocki;(Wood and Cross, 2017) 
Hymenoptera;Andrenidae;Panurginae;Panurgini;Halopanurgus;;fuzetus;Halopanurgus fuzetus;(Patiny, 1999)
Hymenoptera;Andrenidae;Panurginae;Melitturgini;Melitturga;Petrusianna ;caudata;Melitturga caudata;Pérez, 1879
Hymenoptera;Andrenidae;Panurginae;Melitturgini;Melitturga;Melitturga ;clavicornis;Melitturga clavicornis;(Latreille, 1806)
Hymenoptera;Andrenidae;Panurginae;Melitturgini;Melitturga;Melitturga ;praestans;Melitturga praestans;Giraud, 1861
Hymenoptera;Andrenidae;Panurginae;Melitturgini;Melitturga;Petrusianna ;spinosa;Melitturga spinosa;Morawitz, 1891
Hymenoptera;Andrenidae;Panurginae;Melitturgini;Melitturga;Melitturga ;syriaca;Melitturga syriaca;Friese, 1899
Hymenoptera;Andrenidae;Panurginae;Melitturgini;Melitturga;Melitturga ;taurica;Melitturga taurica;Friese, 1922
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;albopilosus;Panurginus albopilosus;(Lucas, 1849)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;alpinus;Panurginus alpinus;(Warncke, 1972)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;alticolus;Panurginus alticolus;Morawitz, 1875
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;annulatus ;Panurginus annulatus;(Sichel, 1859)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;brullei;Panurginus brullei;(Lepeletier, 1841)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;corpanus;Panurginus corpanus;(Warncke, 1972)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;herzi;Panurginus herzi;Morawitz, 1891
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;labiatus;Panurginus labiatus;(Eversmann, 1852)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;lactipennis;Panurginus lactipennis;Friese, 1897
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;montanus;Panurginus montanus;Giraud, 1861
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;romani;Panurginus romani;Aurivillius, 1914
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;schwarzi;Panurginus schwarzi;(Warncke, 1972)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;sericatus;Panurginus sericatus;(Warncke, 1972)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;turcomanicus;Panurginus turcomanicus;Popov, 1936
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;tyrolensis;Panurginus tyrolensis;Richards, 1932
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus ;banksianus;Panurgus banksianus;(Kirby, 1802)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus ;calcaratus;Panurgus calcaratus;(Scopoli, 1763)
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus ;canarius;Panurgus canarius;Warncke, 1972
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Pachycephalopanurgus ;canescens;Panurgus canescens;Latreille, 1811
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus ;cephalotes;Panurgus cephalotes;Latreille, 1811
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus ;corsicus;Panurgus corsicus;Warncke, 1972
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus ;dargius;Panurgus dargius;Warncke, 1972
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus ;dentipes;Panurgus dentipes;Latreille, 1811
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Pachycephalopanurgus ;meridionalis;Panurgus meridionalis;Patiny, Ortiz-Sánchez & Michez, 2005
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus ;oblitus;Panurgus oblitus;Warncke, 1972
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus ;perezi;Panurgus perezi;Saunders, 1882
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus ;pici;Panurgus pici;Pérez, 1895
Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus ;siculus;Panurgus siculus;Morawitz, 1872
Hymenoptera;Andrenidae;Panurginae;Panurgini;Simpanurgus;;phyllopodus;Simpanurgus phyllopodus;(Warncke, 1972)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Amegilla;Zebramegilla ;albigena;Amegilla albigena;(Lepeletier, 1841)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Amegilla;Micramegilla ;andresi;Amegilla andresi;(Friese, 1914) 
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Amegilla;Amegilla ;canifrons;Amegilla canifrons;(Smith, 1854) 
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Amegilla;Micramegilla ;fasciata;Amegilla fasciata;(Fabricius, 1775) 
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Amegilla;Amegilla ;garrula;Amegilla garrula;(Rossi, 1790)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Amegilla;Micramegilla ;nigricornis;Amegilla nigricornis;(Morawitz, 1872)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Amegilla;Amegilla ;ochroleuca;Amegilla ochroleuca;(Pérez, 1879)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Amegilla;Amegilla ;quadrifasciata;Amegilla quadrifasciata;(de Villers, 1789)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Amegilla;Zebramegilla ;salviae;Amegilla salviae;(Morawitz, 1875)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Amegilla;Zebramegilla ;savignyi;Amegilla savignyi;(Lepeletier, 1841)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Amegilla;Micramegilla ;velocissima;Amegilla velocissima;(Fedtschenko, 1875) 
Hymenoptera;Apidae;Nomadinae;Ammobatini;Ammobates;Ammobates ;armeniacus;Ammobates armeniacus;Morawitz, 1875
Hymenoptera;Apidae;Nomadinae;Ammobatini;Ammobates;Ammobates ;biastoides;Ammobates biastoides;(Friese, 1895)
Hymenoptera;Apidae;Nomadinae;Ammobatini;Ammobates;Ammobates ;dusmeti;Ammobates dusmeti;Popov, 1951
Hymenoptera;Apidae;Nomadinae;Ammobatini;Ammobates;Ammobates ;mavromoustakisi;Ammobates mavromoustakisi;Popov, 1944
Hymenoptera;Apidae;Nomadinae;Ammobatini;Ammobates;Euphileremus ;melectoides;Ammobates melectoides;(Smith, 1854)
Hymenoptera;Apidae;Nomadinae;Ammobatini;Ammobates;Euphileremus ;muticus;Ammobates muticus;Spinola, 1843
Hymenoptera;Apidae;Nomadinae;Ammobatini;Ammobates;Ammobates ;opacus;Ammobates opacus;Popov, 1951
Hymenoptera;Apidae;Nomadinae;Ammobatini;Ammobates;Euphileremus ;oraniensis;Ammobates oraniensis;(Lepeletier, 1841)
Hymenoptera;Apidae;Nomadinae;Ammobatini;Ammobates;Ammobates ;punctatus;Ammobates punctatus;(Fabricius, 1804)
Hymenoptera;Apidae;Nomadinae;Ammobatini;Ammobates;Ammobates ;rufiventris;Ammobates rufiventris;Latreille, 1809
Hymenoptera;Apidae;Nomadinae;Ammobatini;Ammobates;Ammobates ;sanguineus;Ammobates sanguineus;Friese, 1911
Hymenoptera;Apidae;Nomadinae;Ammobatini;Ammobates;Ammobates ;similis;Ammobates similis;Mocsáry, 1894
Hymenoptera;Apidae;Nomadinae;Ammobatini;Ammobates;Ammobates ;verhoeffi;Ammobates verhoeffi;Mavromoustakis, 1959
Hymenoptera;Apidae;Nomadinae;Ammobatini;Ammobates;Ammobates ;vinctus;Ammobates vinctus;Gerstaecker, 1869
Hymenoptera;Apidae;Nomadinae;Ammobatoidini;Ammobatoides;;abdominalis;Ammobatoides abdominalis;(Eversmann, 1852)
Hymenoptera;Apidae;Nomadinae;Ammobatoidini;Ammobatoides;;luctuosus;Ammobatoides luctuosus;(Friese, 1911)
Hymenoptera;Apidae;Nomadinae;Ammobatoidini;Ammobatoides;;okalii;Ammobatoides okalii;Kocourek, 1990
Hymenoptera;Apidae;Nomadinae;Ammobatoidini;Ammobatoides;;scriptus;Ammobatoides scriptus;(Gerstaecker, 1869)
Hymenoptera;Apidae;Eucerinae;Ancylaini;Ancyla;;asiatica;Ancyla asiatica;Friese, 1922
Hymenoptera;Apidae;Eucerinae;Ancylaini;Ancyla;;cretensis;Ancyla cretensis;Friese, 1902
Hymenoptera;Apidae;Eucerinae;Ancylaini;Ancyla;;holtzi;Ancyla holtzi;Friese, 1902
Hymenoptera;Apidae;Eucerinae;Ancylaini;Ancyla;;nigricornis;Ancyla nigricornis;Friese, 1902
Hymenoptera;Apidae;Eucerinae;Ancylaini;Ancyla;;orientalica;Ancyla orientalica;Warncke, 1979
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;aestivalis;Anthophora aestivalis;(Panzer, 1801)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Lophanthophora ;affinis;Anthophora affinis;Brullé, 1832
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Lophanthophora ;agama;Anthophora agama;Radoszkowski, 1869
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;albosignata;Anthophora albosignata;(Friese, 1896)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;alluaudi;Anthophora alluaudi;Pérez, 1902
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;altaica ;Anthophora altaica;Radoszkowski, 1882
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;astragali;Anthophora astragali;Morawitz, 1878
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;atriceps ;Anthophora atriceps;Pérez, 1879
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Lophanthophora ;atricilla;Anthophora atricilla;Eversmann, 1846
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;atroalba;Anthophora atroalba;Lepeletier, 1841
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;balassogloi;Anthophora balassogloi;(Radoszkowski, 1877)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;balearica;Anthophora balearica;(Friese, 1896)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;balneorum;Anthophora balneorum;Lepeletier, 1841
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Heliophila ;bimaculata;Anthophora bimaculata;(Panzer, 1798)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Mystacanthophora ;borealis;Anthophora borealis;Morawitz, 1865
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Petalosternon;calcarata;Anthophora calcarata;Lepeletier, 1841
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Anthophora ;canescens;Anthophora canescens;Brullé, 1832
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;cincrea;Anthophora cincrea;(Friese, 1896)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Lophanthophora ;cinerascens;Anthophora cinerascens;Lepeletier, 1841
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Petalosternon;crassipes;Anthophora crassipes;Lepeletier, 1841
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Anthophora ;crinipes;Anthophora crinipes;Smith, 1854
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Lophanthophora ;crysocnemis;Anthophora crysocnemis ;Morawitz, 1877
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;dalmatica;Anthophora dalmatica;Pérez, 1902
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;deserticola;Anthophora deserticola;Morawitz, 1872
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Lophanthophora ;dispar;Anthophora dispar;Lepeletier, 1841
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;dubia;Anthophora dubia;Eversmann, 1852
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Caranthophora ;dufourii;Anthophora dufourii;Lepeletier, 1841
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;femorata;Anthophora femorata;(Olivier, 1789)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;ferruginea;Anthophora ferruginea;Lepeletier, 1841
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;fulvipes;Anthophora fulvipes;Eversmann, 1846
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Anthophora ;fulvitarsis;Anthophora fulvitarsis;Brullé, 1832
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Heliophila ;fulvodimidiata;Anthophora fulvodimidiata;Dours, 1869
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Clisodon ;furcata;Anthophora furcata;(Panzer, 1798)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;gallica;Anthophora gallica;Dalla Torre & Friese, 1895
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;gracilipes;Anthophora gracilipes;Morawitz, 1872
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;harmalae;Anthophora harmalae;Morawitz, 1878
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Lophanthophora ;hispanica;Anthophora hispanica;(Fabricius, 1787)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;ireos;Anthophora ireos;(Pallas, 1773)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;incertae sedis;laevigata;Anthophora laevigata;Spinola, 1808
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Heliophila ;lanzarotensis;Anthophora lanzarotensis;(Tkalc?, 1993)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;larvata;Anthophora larvata;Giraud, 1863
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;leucophaea;Anthophora leucophaea;Pérez, 1879
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Heliophila ;lieftincki;Anthophora lieftincki;(Tkalc?, 1993)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;monacha;Anthophora monacha;(Erichson, 1849)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Lophanthophora ;mucida;Anthophora mucida;Gribodo, 1873
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;nigriceps;Anthophora nigriceps;Morawitz, 1886
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;nigrovittata;Anthophora nigrovittata;Dours, 1869
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;orientalis;Anthophora orientalis;Morawitz, 1877
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Petalosternon;orotavae;Anthophora orotavae;(Saunders, 1904)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;pedata;Anthophora pedata;Eversmann, 1852
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Melea ;plagiata;Anthophora plagiata;(Illiger, 1806)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Anthophora ;plumipes;Anthophora plumipes;(Pallas, 1772)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;podagra;Anthophora podagra;Lepeletier, 1841
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;ponomarevae;Anthophora ponomarevae;Brooks, 1988
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;incertae sedis;porphyrea;Anthophora porphyrea;Westrich, 1993
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;pruinosa;Anthophora pruinosa;Smith, 1854
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Caranthophora ;pubescens;Anthophora pubescens;(Fabricius, 1781)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Heliophila ;pulverosa;Anthophora pulverosa;Smith, 1854
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Anthophora ;punctilabris;Anthophora punctilabris;Pérez, 1879
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;incertae sedis;purpuraria;Anthophora purpuraria;Westrich, 1993
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;quadricolor;Anthophora quadricolor;(Erichson, 1840)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Dasymegilla ;quadrimaculata;Anthophora quadrimaculata;(Panzer, 1798)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Dasymegilla ;raddei;Anthophora raddei;Morawitz, 1875
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;retusa;Anthophora retusa;(Linnaeus, 1758)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Lophanthophora ;robusta;Anthophora robusta;(Klug, 1845)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;rogenhoferi;Anthophora rogenhoferi;Morawitz, 1872
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;romandii;Anthophora romandii;Dours, 1869
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Lophanthophora ;rutilans;Anthophora rutilans;Dours, 1869
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;segnis;Anthophora segnis;Eversmann, 1852
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Anthophora ;senescens;Anthophora senescens;Lepeletier, 1841
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;senilis;Anthophora senilis;Eversmann, 1846
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;sichelii;Anthophora sichelii;Radoszkowski, 1869
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Paramegilla ;socia;Anthophora socia;(Klug, 1845)
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;testaceipes;Anthophora testaceipes;Morawitz, 1888
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;incertae sedis;uniciliata;Anthophora uniciliata;Sichel, 1860
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Pyganthophora;ventilabris;Anthophora ventilabris;Lepeletier, 1841
Hymenoptera;Apidae;Anthophorinae;Anthophorini;Anthophora;Anthophora;vernalis;Anthophora vernalis;Morawitz, 1877
Hymenoptera;Apidae;Apinae;Apini;Apis;Apis ;mellifera;Apis mellifera;Linnaeus, 1758
Hymenoptera;Apidae;Nomadinae;Biastini;Biastes;;brevicornis;Biastes brevicornis;(Panzer, 1798)
Hymenoptera;Apidae;Nomadinae;Biastini;Biastes;;emarginatus;Biastes emarginatus;(Schenck, 1853)
Hymenoptera;Apidae;Nomadinae;Biastini;Biastes;;truncatus;Biastes truncatus;(Nylander, 1848)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Alpinobombus ;alpinus;Bombus alpinus;(Linnaeus, 1758)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Megabombus ;argillaceus;Bombus argillaceus;(Scopoli, 1763)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;armeniacus;Bombus armeniacus;Radoszkowski, 1877
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Alpinobombus ;balteatus;Bombus balteatus;Dahlbom, 1832
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Psithyrus ;barbutellus;Bombus barbutellus;(Kirby, 1802)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Melanobombus ;bisiculus;Bombus bisiculus;Lecocq, Biella, Martinet & Rasmont, 2019
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Psithyrus ;bohemicus;Bombus bohemicus;Seidl, 1837
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Pyrobombus ;brodmannicus;Bombus brodmannicus;Vogt, 1909
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Psithyrus ;campestris;Bombus campestris;(Panzer, 1801)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Pyrobombus ;cingulatus;Bombus cingulatus;Wahlberg, 1854
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Bombias;confusus;Bombus confusus;Schenck, 1859
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Megabombus ;consobrinus;Bombus consobrinus;Dahlbom, 1832
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Bombus ;cryptarum;Bombus cryptarum;(Fabricius, 1775)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Cullumanobombus ;cullumanus;Bombus cullumanus;(Kirby, 1802)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;deuteronymus;Bombus deuteronymus;Schulz, 1879
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Subterraneobombus ;distinguendus;Bombus distinguendus;Morawitz, 1868
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Psithyrus ;flavidus;Bombus flavidus;Eversmann, 1852
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Subterraneobombus ;fragrans;Bombus fragrans;(Pallas, 1771)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Megabombus ;gerstaeckeri;Bombus gerstaeckeri;Morawitz, 1881
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Pyrobombus ;glacialis;Bombus glacialis;Friese, 1902
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Pyrobombus ;haematurus;Bombus haematurus;Kriechbaumer, 1870
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Megabombus ;hortorum;Bombus hortorum;(Linnaeus, 1761)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;humilis;Bombus humilis;Illiger, 1806
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Alpinobombus ;hyperboreus;Bombus hyperboreus;Schonherr, 1809
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Pyrobombus ;hypnorum;Bombus hypnorum;(Linnaeus, 1758)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;inexspectatus;Bombus inexspectatus;(Tkalc?, 1963)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Pyrobombus ;jonellus;Bombus jonellus;(Kirby, 1802)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Pyrobombus ;konradini;Bombus konradini;Reinig, 1965
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;laesus;Bombus laesus;Morawitz, 1875
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Melanobombus ;lapidarius;Bombus lapidarius;(Linnaeus, 1758)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Pyrobombus ;lapponicus;Bombus lapponicus;(Fabricius, 1793)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Bombus ;lucorum;Bombus lucorum;(Linnaeus, 1761)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Bombus ;magnus;Bombus magnus;Vogt, 1911
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Mendacibombus ;mendax;Bombus mendax;Gerstäcker, 1869
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;mesomelas;Bombus mesomelas;Gerstäcker, 1869
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;mlokosievitzii ;Bombus mlokosievitzii;Radoszkowski, 1877
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Pyrobombus ;modestus;Bombus modestus;Eversmann, 1852
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Pyrobombus ;monticola;Bombus monticola;Smith, 1849
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;mucidus;Bombus mucidus;Gerstäcker, 1869
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;muscorum;Bombus muscorum;(Linnaeus, 1758)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Sibiricobombus ;niveatus;Bombus niveatus;Kriechbaumer, 1870
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Psithyrus ;norvegicus;Bombus norvegicus;(Sparre-Schneider, 1918)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;Bombus pascuorum;(Scopoli, 1763)
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Bombus ;patagiatus;Bombus patagiatus;Nylander, 1848
Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pomorum;Bombus pomorum;(Panzer, 1805)
